ETABLISSEMENT_Type;ETABLISSEMENT_Nom;FORMATION_Nom;FORMATION_Domaine;FORMATION_Specialite;FORMATION_Descriptif;FORMATION_Niveau_de_diplme_lentree;FORMATION_Niveau_de_diplme_en_sortie;FORMATION_Duree_en_annees;FORMATION_Total_ECTS;UNITE_DE_VALEUR_COURS_Questions_ENV_au_sens_large_evoquees_oui_non;UNITE_DE_VALEUR_COURS_Enjeux_transition_energetiqueclimat_abordes_oui_non;UNITE_DE_VALEUR_COURS_Nom_du_cours;UNITE_DE_VALEUR_COURS_Notions_abordees;UNITE_DE_VALEUR_COURS_Cours_optionnel_ou_obligatoire;UNITE_DE_VALEUR_COURS_Nombre_de_credits_ECTS_accordes_par_ce_cours;UNITE_DE_VALEUR_COURS_Duree_du_cours_en_nombre_dheures;UNITE_DE_VALEUR_COURS_Mode_devaluation;UNITE_DE_VALEUR_COURS_Avis_critique_sur_le_cours_et_ou_la_formation;UNITE_DE_VALEUR_COURS_Formation_initiale_ou_continue
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Formation_des_eleves_administrateurrices_territoriauxales;Droit_Economie_Gestion;Administration_publique;_Acquisition_et_perfectionnement_des_fondamentaux_de_gestion_et_de_management_Developpement_des_competences_liees_lelaboration_la_conduite_et_levaluation_des_politiques_publiques;Bac+3;Bac+5;1.5;Non_indique;Non_indique;Improbable;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;Peu_de_details_sur_la_formation_modules_ECTS_etc_pas_de_trace_de_sensibilisation_la_problematique_climat_energie;Formation_initiale
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Formation_des_eleves_conservateurs_territoriaux_de_bibliotheques;Arts_Lettres_Langues;Administration_publique;Acquisition_et_perfectionnement_des_fondamentaux_de_management_et_de_gestionDeveloppement_des_competences_liees_lelaboration_la_conduite_et_levaluation_des_politiques_publiques_de_la_culture_et_de_la_lecture_publiqueRenforcement_de_lexpertise_scientifique_et_technique;Bac+3;Bac+5;1.5;Non_indique;Non_indique;Improbable;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;Peu_de_details_sur_la_formation_modules_ECTS_etc_pas_de_trace_de_sensibilisation_la_problematique_climat_energie;Formation_Initiale
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Formation_des_eleves_conservateurrices_territoriauxales_du_patrimoine;Droit_Economie_Gestion;Administration_publique;Formation_aux_metiers_de_conservateurs_avec_double_expertise_scientifique_et_technique_et_managerialeconduite_des_politiques_publiques_gestion_du_patrimoine_diffusion_culturelle_etc;Bac+3;Bac+5;1.5;Non_indique;Non_indique;Improbable;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;Peu_de_details_sur_la_formation_modules_ECTS_etc_pas_de_trace_de_sensibilisation_la_problematique_climat_energie;Formation_Initiale
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Formation_des_eleves_ingenieures_en_chef_territorialesaux;Sciences_Technologie_Sante;Administration_publique;Les_enjeux_de_la_formation_consistent_doter_les_eleves_dune_expertise_technique_tout_en_les_preparant_aux_fonctions_de_direction_et_de_direction_generale_des_collectivites_locales;Bac+3;Bac+4;1.0;Non_indique;Oui;Improbable;Non_indique;Developpement_durable_les_transitions_energetiques_et_climatiques_et_la_gestion_des_risques;Non_indique;Non_indique;Non_indique;Non_indique;Peu_de_details_sur_la_formation_modules_ECTS_etc;Formation_Initiale
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Le_cycle_superieur_de_management_CSM_Master_2_Management_public_territorial;Droit_Economie_Gestion;Gestion;Ce_cycle_est_bati_sur_le_rle_et_les_activites_du_ou_de_lacadre_de_direction_afin_que_leastagiaire_puisse_se_constituer_le_capital_de_competences_dun_ou_dune_top_manager;Tous_niveaux;Tous_niveaux;12 à 18 mois;Nonindique;Non_indique;Non_indique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Sur_le_site_de_linstitut_La_thematique_du_developpement_durable_fait_partie_integrante_de_lensemble_de_ses_formations_et_est_abordee_comme_un_enjeu_de_societe_majeur;Formation_Continue
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Le_cycle_de_direction_generale_+40_000_hab;Sciences_Humaines_et_sociales;Gestion;Un_cycle_dexcellence_qui_reinterroge_les_pratiques_de_la_gouvernance_sur_les_territoires;Tous_niveaux;Tous_niveaux;12 à 18 mois;Nonindique;Improbable;Non_indique;Nonindique;Developpement_durable;Nonindique;Nonindique;Nonindique;Nonindique;Fiche_Wikipedia_une_prise_en_compte_des_enjeux_du_developpement_durable_Sur_le_site_de_linstitut_La_thematique_du_developpement_durable_fait_partie_integrante_de_lensemble_de_ses_formations_et_est_abordee_comme_un_enjeu_de_societe_majeur;Formation_Continue
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Le_cycle_DRH_des_grandes_collectivites;Sciences_Humaines_et_sociales;Ressources_humaines;Lea_DRH_dans_la_dynamique_des_transformations_des_grandes_collectivites_ou_comment_conforter_sa_posture_de_pilote_de_la_fonction_RH_dans_la_complexite;Tous_niveaux;Tous_niveaux;12 à 18 mois;Nonindique;Non_indique;Non_indique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Sur_le_site_de_linstitut_La_thematique_du_developpement_durable_fait_partie_integrante_de_lensemble_de_ses_formations_et_est_abordee_comme_un_enjeu_de_societe_majeur;Formation_Continue
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Le_cycle_strategies_publiques_et_management;Droit_Economie_Gestion;Gestion;Ce_cycle_sadresse_aux_directeurrices_generauxales_et_cadres_experimentees_se_destinant_des_fonctions_de_direction_generale_Il_vise_deux_grands_objectifs_la_professionnalisation_des_cadres_des_equipes_de_direction_sur_le_management_strategique_et_la_capitalisation_des_pratiques_par_lechange_dexperiences_et_la_consolidation_des_fonctions_strategiques;Tous_niveaux;Tous_niveaux;12 à 18 mois;Nonindique;Non_indique;Non_indique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Sur_le_site_de_linstitut_La_thematique_du_developpement_durable_fait_partie_integrante_de_lensemble_de_ses_formations_et_est_abordee_comme_un_enjeu_de_societe_majeur;Formation_Continue
Ecole_formant_des_eleves_fonctionnaires_non_ingenieurs;Institut_National_des_Etudes_Territoriales_INET;Le_cycle_interinstitutions_de_management_superieur_des_services_publics;Droit_Economie_Gestion;Gestion;Creuset_des_cadres_dirigeantes_des_services_publics_territoriaux_de_ltat_de_la_securite_sociale_ce_cycle_alimente_stimule_fait_evoluer_leurs_reflexions_sur_le_management_public_et_etoffe_leurs_propres_pratiques_Connaissant_mieux_leurs_fonctionnements_contraintes_et_enjeux_respectifs_ils_sont_alors_mieux_meme_de_coordonner_leurs_actions_au_cur_des_territoires;Tous_niveaux;Tous_niveaux;12 à 18 mois;Nonindique;Non_indique;Non_indique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Nonindique;Sur_le_site_de_linstitut_La_thematique_du_developpement_durable_fait_partie_integrante_de_lensemble_de_ses_formations_et_est_abordee_comme_un_enjeu_de_societe_majeur;Formation_Continue
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Oui;Energetique_des_batiments_et_confort_2_ou_3A;Thermique_eclairage_mecanique_des_fluides_pour_accompagner_le_changement_climatique_et_le_rencherissement_des_energies;Non_indique;3.0;Non_indique;Examen_ecrit_la_fin_de_chaque_partie;Le_changement_climatique_est_indique_dans_la_presentation_generale_de_la_formation_dingenieur_mais_plus_du_tout_mentionne_dans_le_programme_des_cours_Il_est_aborde_par_le_biais_de_quelques_cours_generaux_en_premiere_annee_puis_via_des_sujets_techniques_mais_ne_semble_pas_traverser_lensemble_de_la_formationAucun_cours_ou_quasi_sur_la_TE_dans_les_majeures_genie_industriel_genie_des_materiaux_ingenierie_mathematique_Cours_technique_qui_ne_developpe_pas_les_mecanismes_et_consequences_du_changement_climatique;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Oui;Economie_de_la_transition_energetique_dans_le_batiment_1A;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Oui;Transition_energetique_et_changement_climatique_1A;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Oui;Ville_et_transition_energetique_1A;Non_indique;Non_indique;Non_indique;Non_indique;Non_indique;;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Non_indique;developpement_durable_ingenieurs_pour_un_monde_complexe_1A;Former_les_acteurs_dun_developpement_durable;obligatoire;1.5;15.0;passage_Sustainability_Literacy_Test_production_dune_synthese_sur_le_lien_entre_developpement_durable_et_complexite_et_dun_essai_sur_le_rle_de_lingenieur_acteur_du_DD;Cours_avec_un_point_de_vue_generaliste_interessant_sur_le_necessaire_changement_de_posture_des_ingenieurs_Si_les_3_cours_audessus_nexistent_pas_plus_ce_serait_le_seul_cours_relatif_la_TE_pour_les_etudiants_de_premiere_annee;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Oui;Economie_de_lenvironnement_et_de_lenergie_23A;Micro_economie_de_lenergie_energies_fossiles_economie_des_ressources_naturelles_negociation_climat;Non_indique;3.0;non_indique;exposes_et_contrle_de_connaissance;Pitch_interessant_avec_des_notions_abordees_assez_larges;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Oui;Energie_reduction_et_modification_de_la_consommation_23A;Problemes_energetiques_globaux_systeme_electrique_filieres_energetiques_des_transportss_Efficacite_energetique_et_maitrise_de_la_demande_en_energie_Energies_renouvelables_politique_publique;Non_indique;2.0;21.0;3 rapports de projet;Cours_plus_technique_qui_a_le_merite_de_poser_la_question_de_la_maitrise_de_la_demande_et_de_ne_pas_seulement_enseigner_des_solutions_techniques;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Oui;Eenjeux_globaux_de_lenvironnement_et_du_DD;Pollution_climat_energie_ocean_biodiversite;non_indique;1.5;12.0;rapports_de_synthese_realises_en_groupes;Cycle_de_conferences_avec_des_intervenants_de_haut_niveau;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Cursus_ingenieur;Sciences_Technologie_Sante;Construction_ville_economie_industrie_mathematiques;Cursus_ingenieur_en_3_ans_avec_6_majeures_choisir_des_la_2eme_annee_genie_civil_construction_ville_environnement_transport_genie_mecanique_materiaux_genie_industriel_sciences_economiques_gestion_finance_ingenierie_mathematique_et_informatique;Bac+2;Bac+5;3.0;Non_indique;Oui;Non_indique;Evaluation_environnementale_et_conception;Eco_conception_ACV_materiaux_biosources;Non_indique;1.5;non_indique;examen_final_et_participation;Seul_cours_en_lien_avec_lenvironnement_dans_la_majeure_genie_des_materiaux;
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Oui;Oui;Changement_climatique;Systemes_climatiques_usage_des_sols_evalutation_economique_des_politiques_climatiques_apres_Kyoto;Non_indique;3.0;39.0;Examen_final;Cours_generaliste_sur_le_CC_quon_pourrait_retrouver_dans_les_autres_masters_et_dans_le_cursus_dingenieur;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Oui;Improbable;Choix_des_infrastructures_de_transport_et_durabilite;Principe_de_durabilite_evaluer_les_facteurs_techniques_economiques_environnementaux_politiques_et_sociaux_qui_vont_peser_sur_lelaboration_dune_infrastructure;Non_indique;3.5;30.0;Etude_de_cas;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Oui;Improbable;Defis_et_definition_des_mobilites_durables;Enjeux_des_transports_durables_des_espaces_urbains_et_regionaux_des_systemes_de_transport_tant_dans_leur_dimension_technique_que_manageriale_des_determinants_de_la_mobilite;Non_indique;4.0;42.0;Projet_par_petits_groupes_4_sur_lanalyse_de_la_durabilite_dun_systeme_de_transport_urbain_qui_passerait_entres_autres_sur_une_analyse_des_determinants_des_mobilites_de_durabilite_des_modes_en_oeuvre_analyse_dans_les_dimensions_techniques_organisationnelles_et_economiques;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Oui;Improbable;Developpement_durable_jeux_dacteurs_et_enjeu_daction_collective;Developpement_durable_rle_des_acteurs_RSE;Non_indique;2.0;21.0;Examen_terminal;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Oui;Improbable;Economie_de_lenvironnement;Notions_fondamentales_deconome_elasticite_utilite_surplus_etc_externalites_environnementales_liees_aux_transports;Non_indique;2.0;21.0;Trois_examens_type_QCM_ou_QRC_tout_au_long_du_module;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Oui;Improbable;Economie_des_transports;Presentation_des_univers_de_mobilite_voyageurs_et_fret_avec_les_donnees_chiffrees_et_les_evolutions_historiques_et_leurs_cycles_enjeux_economiques_et_financiers_des_transports_mesure_et_prevision_de_la_demande_de_transport_modele_economique_des_operateurs_de_transport_determinants_de_la_mobilite_urbaine_etc;Non_indique;2.0;33.0;Contrle_des_connaissances_dune_heure_au_cours_de_la_derniere_seance_reponse_des_questions_et_un_travail_personnel_realiser_sur_un_sujet_de_politique_de_transport_sur_un_sujet_defini_en_liaison_avec_le_responsable_du_module;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Oui;Oui;Externalites_des_transports_elements_danalyse;Pollution_de_lair_contribution_aux_emissions_atmospheriques_impacts_sanitaires_et_economiques;Non_indique;2.0;21.0;Examen_terminal;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Non;Non;Ingenierie_des_vehicules_respectueux_de_lenvironnement_1;;;;;;On_pourrait_sattendre_avec_un_cours_de_ce_type_ce_que_les_problematiques_environnementales_et_plus_specifiquement_climatiques_le_secteur_des_transports_contribuant_enormement_au_changement_climatique_soient_abordees_Or_cela_ne_semble_pas_etre_le_cas_au_vu_du_descriptif_de_lenseignement;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Transport_et_developpement_durable;Sciences_Technologie_Sante;Transport;Ingenierie_sciences_sociales_et_management_aplliques_au_transport_durable;Bac+4;Bac+5;1.0;Non_indique;Non;Non;Ingenierie_des_vehicules_respectueux_de_lenvironnement_2;;;;;;On_pourrait_sattendre_avec_un_cours_de_ce_type_ce_que_les_problematiques_environnementales_et_plus_specifiquement_climatiques_le_secteur_des_transports_contribuant_enormement_au_changement_climatique_soient_abordees_Or_cela_ne_semble_pas_etre_le_cas_au_vu_du_descriptif_de_lenseignement;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Gestion_et_traitement_des_eaux_des_sols_et_des_dechets;Sciences_Technologie_Sante;Eau_sols_dechets;Master_professionnel_qui_vise_former_des_cadres_de_haut_niveau_capables_dintervenir_sur_le_marche_du_travail_de_maniere_innovante_dans_lidentification_la_gestion_et_le_traitement_des_problemes_environnementauxIl_repond_un_besoin_exprime_par_les_entreprises_franaises_en_matiere_de_formation_de_cadres_dans_les_pays_emergentsIl_a_pour_objectif_de_donner_des_etudiants_internationaux_une_solide_et_large_formation_scientifique_leur_permettant_de_comprendre_la_dynamique_des_geosystemes_eau_sol_devaluer_les_impacts_generes_par_les_activites_humaines_et_de_mettre_en_uvre_les_outils_techniques_et_dispositifs_permettant_de_les_corriger;Bac+4;Bac+5;1.5;90.0;Oui;Oui;Connaissances_des_milieux_hydrologie_et_hydrogeologie;Fonctionnement_de_latmosphere_climatologie_climat_qualite_de_lair_polluants_atmospheriques_et_leurs_impacts;Non_indique;7.5;54.0;Non_indique;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Gestion_et_traitement_des_eaux_des_sols_et_des_dechets;Sciences_Technologie_Sante;Eau_sols_dechets;Master_professionnel_qui_vise_former_des_cadres_de_haut_niveau_capables_dintervenir_sur_le_marche_du_travail_de_maniere_innovante_dans_lidentification_la_gestion_et_le_traitement_des_problemes_environnementauxIl_repond_un_besoin_exprime_par_les_entreprises_franaises_en_matiere_de_formation_de_cadres_dans_les_pays_emergentsIl_a_pour_objectif_de_donner_des_etudiants_internationaux_une_solide_et_large_formation_scientifique_leur_permettant_de_comprendre_la_dynamique_des_geosystemes_eau_sol_devaluer_les_impacts_generes_par_les_activites_humaines_et_de_mettre_en_uvre_les_outils_techniques_et_dispositifs_permettant_de_les_corriger;Bac+4;Bac+5;1.5;90.0;Oui;Improbable;Economie_droit_de_lenvironnement_et_gestion_de_projet;Droit_de_lenvironnement;Non_indique;4.0;53.0;Non_indique;Cours_abordant_trois_notions_differentes_economie_droit_de_lenvironnement_et_gestion_de_projet_abordees_Semble_leger_en_termes_de_contenu_et_de_precisions_apportees_aux_differents_sujets_traites_au_sein_de_lenseignement;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Gestion_et_traitement_des_eaux_des_sols_et_des_dechets;Sciences_Technologie_Sante;Eau_sols_dechets;Master_professionnel_qui_vise_former_des_cadres_de_haut_niveau_capables_dintervenir_sur_le_marche_du_travail_de_maniere_innovante_dans_lidentification_la_gestion_et_le_traitement_des_problemes_environnementauxIl_repond_un_besoin_exprime_par_les_entreprises_franaises_en_matiere_de_formation_de_cadres_dans_les_pays_emergentsIl_a_pour_objectif_de_donner_des_etudiants_internationaux_une_solide_et_large_formation_scientifique_leur_permettant_de_comprendre_la_dynamique_des_geosystemes_eau_sol_devaluer_les_impacts_generes_par_les_activites_humaines_et_de_mettre_en_uvre_les_outils_techniques_et_dispositifs_permettant_de_les_corriger;Bac+4;Bac+5;1.5;90.0;Oui;Non;Traitements_de_potabilisation_ecotoxicologie_et_qualite_des_eaux;Micropolluants_dans_le_milieu_aquatique_mesurer_un_impact_sur_lenvironnement_introduction_levaluation_du_risque_pour_lenvironnement_des_substances_chimiques;Non_indique;5.5;66.0;Non_indique;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Gestion_et_traitement_des_eaux_des_sols_et_des_dechets;Sciences_Technologie_Sante;Eau_sols_dechets;Master_professionnel_qui_vise_former_des_cadres_de_haut_niveau_capables_dintervenir_sur_le_marche_du_travail_de_maniere_innovante_dans_lidentification_la_gestion_et_le_traitement_des_problemes_environnementauxIl_repond_un_besoin_exprime_par_les_entreprises_franaises_en_matiere_de_formation_de_cadres_dans_les_pays_emergentsIl_a_pour_objectif_de_donner_des_etudiants_internationaux_une_solide_et_large_formation_scientifique_leur_permettant_de_comprendre_la_dynamique_des_geosystemes_eau_sol_devaluer_les_impacts_generes_par_les_activites_humaines_et_de_mettre_en_uvre_les_outils_techniques_et_dispositifs_permettant_de_les_corriger;Bac+4;Bac+5;1.5;90.0;Oui;Non;Depollution_et_rehabilitation_des_sites_et_sols_pollues_et_gestion_de_la_ressource;Gestion_de_leau_polluants_organiques;Non_indique;6.0;21.0;Non_indique;;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Gestion_et_traitement_des_eaux_des_sols_et_des_dechets;Sciences_Technologie_Sante;Eau_sols_dechets;Master_professionnel_qui_vise_former_des_cadres_de_haut_niveau_capables_dintervenir_sur_le_marche_du_travail_de_maniere_innovante_dans_lidentification_la_gestion_et_le_traitement_des_problemes_environnementauxIl_repond_un_besoin_exprime_par_les_entreprises_franaises_en_matiere_de_formation_de_cadres_dans_les_pays_emergentsIl_a_pour_objectif_de_donner_des_etudiants_internationaux_une_solide_et_large_formation_scientifique_leur_permettant_de_comprendre_la_dynamique_des_geosystemes_eau_sol_devaluer_les_impacts_generes_par_les_activites_humaines_et_de_mettre_en_uvre_les_outils_techniques_et_dispositifs_permettant_de_les_corriger;Bac+4;Bac+5;1.5;90.0;Oui;Non;Gestion_et_traitement_des_dechets;Gestion_et_traitement_des_dechets;Non_indique;6.0;72.0;Non_indique;Cours_qui_indique_insister_particulierement_sur_les_relations_entre_la_gestion_des_dechets_de_la_production_leur_elimination_en_passant_par_leur_valorisation_et_ses_impacts_environnementaux_sur_la_qualite_des_compartiments_sol_eau_ou_air_Pourtant_cela_ne_se_retrouve_pas_dans_la_liste_des_sujets_abordes_dans_le_descriptif_en_ligne;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Gestion_et_traitement_des_eaux_des_sols_et_des_dechets;Sciences_Technologie_Sante;Eau_sols_dechets;Master_professionnel_qui_vise_former_des_cadres_de_haut_niveau_capables_dintervenir_sur_le_marche_du_travail_de_maniere_innovante_dans_lidentification_la_gestion_et_le_traitement_des_problemes_environnementauxIl_repond_un_besoin_exprime_par_les_entreprises_franaises_en_matiere_de_formation_de_cadres_dans_les_pays_emergentsIl_a_pour_objectif_de_donner_des_etudiants_internationaux_une_solide_et_large_formation_scientifique_leur_permettant_de_comprendre_la_dynamique_des_geosystemes_eau_sol_devaluer_les_impacts_generes_par_les_activites_humaines_et_de_mettre_en_uvre_les_outils_techniques_et_dispositifs_permettant_de_les_corriger;Bac+4;Bac+5;1.5;90.0;Oui;Non;Management_environnemental;Introduction_au_management_environnemental_de_la_norme_ISO_14_000_et_les_etapes_principales_de_sa_mise_en_place_effective_et_de_faire_acquerir_aux_etudiants_les_outils_et_methodes_utilisees_dans_cette_demarche_pour_levaluation_environnementale_de_produits_et_de_service_et_lecoconception;Non_indique;1.0;12.0;Non_indique;Le_descriptif_nindique_pas_que_le_cours_entre_en_profondeur_sur_le_sujet_des_problematiques_environnementales_il_semble_aborder_uniquement_les_normes_existantes_et_les_solutions;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_Mobilites_et_vehicules_electriques;Sciences_Technologie_Sante;Mobilite;Forme_des_ingenieurs_aux_technologies_necessaires_la_conception_des_vehicules_du_futur_Questions_abordees_sous_plusieurs_axes_comprehension_necessaire_aux_besoins_en_mobilite_possibles_reponses_durables_dun_point_de_vue_technique_compormental_et_organisationnel;Bac+4;Bac+5;;Non_indique;Oui;Non;Enjeux_des_mobilites_durables;Mobilites_durables;Obligatoire;Non_indique;51.0;Non_indique;Seul_cours_de_la_formation_qui_semble_aborder_les_problematiques_environnementales_mais_rien_de_sr_en_raison_du_peu_dinformations_disponibles_en_ligne;1.0
Ecole_formant_des_eleves_fonctionnaires_ingenieurs;Ponts_ParisTech;Master_mathematiques_appliquees_la_finance;Sciences_Technologie_Sante;Mathematiques;Parcours_axe_sur_les_techniques_de_quantification_et_de_couverture_des_risques_sur_les_marches_financiers;Bac+4;Bac+5;1.0;Non_indique;Non;Non;;;;;;;;1.0
