"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Comptabilité"
"Ecole_formant_des_élèves_fonctionnaires_non_ingénieurs","ENSAE","Ingénieur ENSAE","Sciences, Technologie, Santé","Mathématiques","L'ENSAE forme des ingénieurs aux méthodes d'analyse quantitatives pour applications de modélisation economique et statistique. Il y a 5 spécialisations en 3eme année: Acturariat; business analytics; data science; finance et gestion des risques; prévision et politiques economiques","Bac+2","Bac+5","3.0","","http://www.ensae.fr/cycle-ingenieur/","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_non_ingénieurs","ENSAE","Mastère Data Science","Sciences, Technologie, Santé","Mathématiques","Le MS permet d'acquérir de hautes qualifications entre informatique pour données massives et analyse statistique","Bac+5","Bac+6","1.0","","http://www.ensae.fr/data-science-ms/","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_non_ingénieurs","ENSAE","Mastère Actuariat","Sciences, Technologie, Santé","Mathématiques","Le MS forme à la modélisation mathématique pour la gestion des risques.","Bac+5","Bac+6","1.0","","http://www.ensae.fr/actuariat-ms/","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_non_ingénieurs","ENSAE","Mastère Methodes Quantitatives pour la décision economique et financière","Sciences, Technologie, Santé","Mathématiques","Le MS forme des économistes quantitatifs capables d’appliquer des méthodes économétriques avancées à une grande variété de problèmes micro - ou macroéconomiques.","Bac+5","Bac+6","1.0","","http://www.ensae.fr/economie-appliquee-ms/","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_non_ingénieurs","ENSAE","Mastère Finance et gestion des risques","Sciences, Technologie, Santé","Mathématiques","Le MS forme à la fois aux aspects de la modélisation statistique en finance, et les problématiques comptables et réglementaires de la gestion des risques.","Bac+5","Bac+6","1.0","","http://www.ensae.fr/finance-et-gestion-des-risques-ms/","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_non_ingénieurs","ENSAE","Master in Economics ","Droit, Economie, Gestion","Economie","The Master in Economics is jointly offered by Ecole Polytechnique, ENSAE, ENS Paris-Saclay, HEC Paris and the University of Paris Sud. The objective of this two-year program is to provide an advanced training in economics to students who want to become professional economists working in government, central banking, international organizations, consulting, finance or in academic research.","Bac+4","Bac+5","1.0","40.0","http://master-in-economics.fr/courses_list_M2.php","Oui","Improbable","Environmental Economics","Economie de la biodiversité / la croissance et l'environnement / risques environnementaux / les régulations environnementales","Obligatoire","3.0","24.0","Non indiqué","Master en partenariat avec Polytechniqe: seule la 2éme année s'effectue à l'ENSAE","1.0"
"Ecole_formant_des_élèves_fonctionnaires_non_ingénieurs","ENSAE","Master in Data Science","Sciences, Technologie, Santé","Data Science","Le parcours de Data Science est destiné à des étudiants ayant des connaissances de niveau M1 en mathématiques appliquées ou en informatique avec des prérequis en statistique ou en machine learning. Il constitue un parcours de haut niveau scientifique équilibré entre la théorie et la mise en oeuvre.
L’objectif de formation est aussi bien la poursuite en doctorat que le début d’une carrière de datascientists.","Bac+3","Bac+5","2.0","","https://datascience-x-master-paris-saclay.fr/","Non","Non","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
