"","ETABLISSEMENT","FORMATION","","","","","","","","","UNITE DE VALEUR (COURS)","","","","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Formation initiale ou continue","Comptabilité"
"Ecole_ingénieurs","Centrale Nantes","Option Production et Gestion de l'Energie","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-production-et-gestion-d-energie-188492.kjsp?RH=1490195680766","Oui","Oui","Captation solaire","Energie solaire, panneaux solaires, photovoltaïque, captation solaire passive, confort d'été dans les bâtiments","Obligatoire","3.0","30.0","Partiel","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Production et Gestion de l'Energie","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-production-et-gestion-d-energie-188492.kjsp?RH=1490195680767","Oui","Oui","Bilan carbone - analyse de cycle de vie","Bilan carbone, audit énergétique, économie circulaire","Obligatoire","3.0","32.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Production et Gestion de l'Energie","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-production-et-gestion-d-energie-188492.kjsp?RH=1490195680768","Oui","Oui","Projets","Exemples : étude d'un collecteur solaire à concentration","Obligatoire","3.0","80.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Propulsion et Transport","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-propulsion-et-transport-188188.kjsp?RH=1490195680756","Oui","Non","Combustion et émissions polluantes","Cinétique chimique, émissions de polluants, chambre de combustion","Obligatoire","3.0","30.0","Partiel","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Propulsion et Transport","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-propulsion-et-transport-188188.kjsp?RH=1490195680758","Oui","Non","Thermodynamique","Thermodynamique appliquée, échangeurs, exergie","Obligatoire","3.0","30.0","Partiel","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Propulsion et Transport","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-propulsion-et-transport-188188.kjsp?RH=1490195680759","Oui","Oui","Moteur à combustion interne","Perspective historique, principales caractéristiques, aspects techniques, différents types de moteur, caractéristique de dimension, perofmenace, efficacité, suralimentation, réduction des émissions, refroidissement, ...","Obligatoire","3.0","30.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Propulsion et Transport","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-propulsion-et-transport-188188.kjsp?RH=1490195680761","Oui","Oui","Energie et automobile","Aérodynamique appliquée à la propulsion automobile, besoins de l'habitacle (chauffage/climatisation), stockage d'énergie dans la batterie, gestion thermique du système (lubrification, refroidissement, systèmes d'admission et d'échappement, moteur électrique, ...)","Obligatoire","3.0","30.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Propulsion et Transport","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-propulsion-et-transport-188188.kjsp?RH=1490195680763","Oui","Oui","Propulsion automobile","Influence des facteurs liés au véhicule (masse, Cx, ...) ou de la chaîne de puissance (moteur, rapports, architecture, ...) sur le flux d'énergie, la consommation de carburant et la réduction des émissions polluantes par post-traitement, intérêts et limites de technologies de moteur (downsizing, désactivation de cylindres, ...). Besoins du véhicule (en ville, sur route, sur autoroute), les effets des paramètres du véhicule (masse, aérodynamique, ...) d'un point de vue énergétique et avec les contraintes environnementales. Véhicule électrique, véhicule hybride","Obligatoire","3.0","32.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Propulsion et Transport","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-propulsion-et-transport-188188.kjsp?RH=1490195680766","Non indiqué","Non indiqué","Transports ferroviaires : urbain et grandes lignes","","Obligatoire","3.0","30.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Option Propulsion et Transport","Sciences, Technologie, Santé","Sciences de l'ingénieur","Option de 2e ou 3e année","Bac +2","Bac +5","3.0","180.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/option-propulsion-et-transport-188188.kjsp?RH=1490195680767","Improbable","Improbable","Travaux pratiques en propulsion","","Obligatoire","3.0","32.0","","","Initiale","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","ETABLISSEMENT","FORMATION","","","","","","","","","UNITE DE VALEUR (COURS)","","","","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Formation initiale ou continue","Comptabilité"
"Ecole_ingénieurs","Centrale Nantes","Ingénierie de la transition écologique","Sciences, Technologie, Santé","Sciences de l'ingénieur","Filière métier - 3ème année du cursus ingénieur généraliste","Bac+4","Bac +5","1.0","5.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/ingenierie-de-la-transition-ecologique-188160.kjsp?RH=1490195680756&RF=1490195680756","Oui","Oui","Economie circulaire : les fondamentaux","Achats responsables, logistique verte, écologie industrielle, économie de fonctionnalité, consommation responsable, allongement de la durée de vie, recyclage, ...","Obligatoire","","33.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Ingénierie de la transition écologique","Sciences, Technologie, Santé","Sciences de l'ingénieur","Filière métier - 3ème année du cursus ingénieur généraliste","Bac+4","Bac +5","1.0","5.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/ingenierie-de-la-transition-ecologique-188160.kjsp?RH=1490195680756&RF=1490195680757","Oui","Oui","Eco-conception : Réduire le bilan carbone et raisonner cycle de vie","Matériaux recyclés et procédés de recyclage, éco-innovation, réglementation, outils et démarche, évaluation des impacts environnementaux, analyse du cycle de vie","Obligatoire","","33.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Ingénierie de la transition écologique","Sciences, Technologie, Santé","Sciences de l'ingénieur","Filière métier - 3ème année du cursus ingénieur généraliste","Bac+4","Bac +5","1.0","5.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/ingenierie-de-la-transition-ecologique-188160.kjsp?RH=1490195680756&RF=1490195680758","Oui","Oui","Cadre réglementaire et management QHSE","Droit de l'environnement, systèmes de management Qualité, Hygiène, Sécurité et Environnement","Obligatoire","","18.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Ingénierie de la transition écologique","Sciences, Technologie, Santé","Sciences de l'ingénieur","Filière métier - 3ème année du cursus ingénieur généraliste","Bac+4","Bac +5","1.0","5.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/ingenierie-de-la-transition-ecologique-188160.kjsp?RH=1490195680756&RF=1490195680759","Oui","Non indiqué","Conduite de projet","Animation d'équipe et des relations avec les parties prenantes, rédaction de documents techniques (Cahier des charges, état de l'art, compte-rendus, rapport d'études, ...) et maîtrise de la communication du projet","Obligatoire","","9.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Ingénierie de la transition écologique","Sciences, Technologie, Santé","Sciences de l'ingénieur","Filière métier - 3ème année du cursus ingénieur généraliste","Bac+4","Bac +5","1.0","5.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/ingenierie-de-la-transition-ecologique-188160.kjsp?RH=1490195680756&RF=1490195680760","Oui","Oui","Projet entreprise","Mise en pratique des connaissances enseignées et des compétences à acquérir à travers des projets confié par des entreprises (ex : eco-conception d'une champignonnière, analyse du cycle de vie de l'agriculture biologique, ...)","Obligatoire","","40.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Manager, leader, communicateur","Sciences, Technologie, Santé","Sciences de l'ingénieur","Filière métier - 3ème année du cursus ingénieur généraliste","Bac+4","Bac +5","1.0","5.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/manager-leader-communicateur-188128.kjsp?RH=1490195680756","Oui","Non indiqué","","","","","","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Recherche et développement","Sciences, Technologie, Santé","Sciences de l'ingénieur","Filière métier - 3ème année du cursus ingénieur généraliste","Bac+4","Bac +5","1.0","5.0","https://www.ec-nantes.fr/ingenieur-generaliste/les-options-de-2e-et-3e-annees/recherche-et-developpement-188143.kjsp?RH=1490195680757","Oui","Non indiqué","Méthodologies de la recherche","","Obligatoire","","5.0","","","Initiale","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","","1.0"
"","ETABLISSEMENT","FORMATION","","","","","","","","","UNITE DE VALEUR (COURS)","","","","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Formation initiale ou continue","Comptabilité"
"Ecole_ingénieurs","Centrale Nantes","Ingénieur de spécialité Bâtiment Travaux Publics","Sciences, Technologie, Santé","Sciences de l'ingénieur","Formation en apprentissage en lien avec l'ITII Pays de la Loire (Institut des Techniques d'Ingénieur de l'Industrie) des ingénieurs spécialistes du BTP, possédant les compétences techniques et managériales pour concevoir et réaliser les chantiers de demain. ","Bac +2","Bac +5","3.0","","https://www.ec-nantes.fr/ingenieur-de-specialite/batiment-travaux-publics/ingenieur-btp-153773.kjsp?RH=1488464827566","Oui","Oui","Thermique","","Obligatoire","","32.0","","","Initiale","1.0"
"Ecole_ingénieurs","Centrale Nantes","Ingénieur de spécialité Bâtiment Travaux Publics","Sciences, Technologie, Santé","Sciences de l'ingénieur","Formation en apprentissage en lien avec l'ITII Pays de la Loire (Institut des Techniques d'Ingénieur de l'Industrie) des ingénieurs spécialistes du BTP, possédant les compétences techniques et managériales pour concevoir et réaliser les chantiers de demain. ","Bac +2","Bac +5","3.0","","https://www.ec-nantes.fr/ingenieur-de-specialite/batiment-travaux-publics/ingenieur-btp-153773.kjsp?RH=1488464827566","Oui","Oui","Formulation et durabilité des bétons","","Obligatoire","","32.0","","","Initiale","1.0"
