"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","","",""
"Type","Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Formation initiale ou continue","Comptabilité"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Master Management des Organisations et des Politiques Publiques
","Droit, Economie, Gestion","Science politique et de gestion - Organisations Publiques","Master des Mines en partenariat avec l'ENA et l'ESCP. Porte sur le fonctionnement et la structure des organismes de services publiques. L'enseignement est orienté recherche.","Bac+3","Bac+5","2.0","Non indiqué ","http://gdo-mopp.mines-paristech.fr/MOPPpresentation.html","Non","Non","","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Master Management des Organisations et des Politiques Publiques
","Droit, Economie, Gestion","Science politique et de gestion - Organisations Publiques","Master des Mines en partenariat avec l'ENA et l'ESCP. Porte sur le fonctionnement et la structure des organismes de services publiques. L'enseignement est orienté recherche.","Bac+3","Bac+5","2.0","Non indiqué ","http://gdo-mopp.mines-paristech.fr/MOPPpresentation.html","Oui","Non","Gestion des services publics locaux de l’environnement","Enjeux environnementaux dans la gestion, régulation des entreprise de services publiques ","Optionnel","4.0","20.0","Non indiqué ","Une approche portée sur la gestion des organismes et la réglementation.","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Master Gestion et Dynamique des Organisations
","Droit, Economie, Gestion","Science politique et de gestion ","Master des Mines en partenariat avec l'ENA et l'ESCP. Sur le fonctionnement et la structure des organismes. L'enseignement est orienté recherche.","Bac+3","Bac+5","2.0","Non indiqué ","http://gdo-mopp.mines-paristech.fr/GDOpresentation.html","Non","Non","","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Master Management de la technologie et de l'innovation","Autres","Management de l'innovation","Master des Mines en partenariat avec Dauphine et l'INSTN. Enseignement visant à former des professionnels de l'innovation, sachant piloter un programme d'innovation, se placer sur un marché etc.","Bac+3","Bac+5","2.0","Non indiqué ","http://master-mti.fr/","Non","Non","","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","AIMove","Sciences, Technologie, Santé","Intelligence Artificielle","Master sur l'intelligence Artificielle appliqué à la détection de mouvement","Bac+5","Bac+6","1.0","75.0","http://aimove.eu/index.php/timeline/#","Non","","","","","","","","","1.0","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","ALEF","Sciences, Technologie, Santé","Energie","En partenariat avec l'INSA de Lyon et l'Université de Tsinghua en Chine. Spécialisé dans l'innovation technologique et le management dans le secteur de l'énergie
","Bac+5","Bac+6","1.0","75.0","https://alef.persee.mines-paristech.fr/","Oui","Oui","Introduction","The Energy Transition
The Entropy Crisis","Obligatoire","Non indiqué","Non indiqué","Non indiqué","Pas de précision sur le réchauffement climatique, une approche originale des problèmes énergétiques à travers la question de l'entropie","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","ALEF","Sciences, Technologie, Santé","Energie","En partenariat avec l'INSA de Lyon et l'Université de Tsinghua en Chine. Spécialisé dans l'innovation technologique et le management dans le secteur de l'énergie
","Bac+5","Bac+6","1.0","75.0","https://alef.persee.mines-paristech.fr/","Oui","Oui","Environmental impacts of the energy sector","Analyse de cycle de vie","Obligatoire","Non indiqué","Non indiqué","Non indiqué","L'ensemble du cours est dédié à l'analyse de cycle de vie. ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","ALEF","Sciences, Technologie, Santé","Energie","En partenariat avec l'INSA de Lyon et l'Université de Tsinghua en Chine. Spécialisé dans l'innovation technologique et le management dans le secteur de l'énergie
","Bac+5","Bac+6","1.0","75.0","https://alef.persee.mines-paristech.fr/","Oui","Oui","Innovative Energy Projects Financing","Global approach of energy project financial tools
Carbon finance solutions","Obligatoire","Non indiqué","Non indiqué","Non indiqué","Mention aux mécaniques de marché carbone mis en place après Kyoto. ","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","ALEF","Sciences, Technologie, Santé","Energie","En partenariat avec l'INSA de Lyon et l'Université de Tsinghua en Chine. Spécialisé dans l'innovation technologique et le management dans le secteur de l'énergie
","Bac+5","Bac+6","1.0","75.0","https://alef.persee.mines-paristech.fr/","Oui","Non","Innovation Management","Sustainability management
","Obligatoire","Non indiqué","Non indiqué","Non indiqué","Il mentionne le management durable. Il n'y pas plus de précision que cette mention","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","ALEF","Sciences, Technologie, Santé","Energie","En partenariat avec l'INSA de Lyon et l'Université de Tsinghua en Chine. Spécialisé dans l'innovation technologique et le management dans le secteur de l'énergie
","Bac+5","Bac+6","1.0","75.0","https://alef.persee.mines-paristech.fr/","Oui","Non","Demand-side Alternatives","Impact environnementale des EV. Bâtiment basse consommation. ","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","CFSG","Sciences, Technologie, Santé","Géostatistique ","Outils mathématiques pour l'étude des sols","Bac+5","Bac+6","1.0","75.0","http://www.geosciences.mines-paristech.fr/fr/enseignements-formations/formations-postgrade/cfsg","Non  ","Non  ","","","","","","","","1.0","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","MS DMS","Sciences, Technologie, Santé","Matériaux","Propriété physique des matériaux et  dimensionnement des pièces industrielles","Bac+5","Bac+6","1.0","75.0","http://dms.mat.mines-paristech.fr/","Non  ","Non  ","","","","","","","","1.0","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","DTE - Second Life ","Sciences, Technologie, Santé","Entreprenariat ","Permet de devenir entrepreneur dans le secteur des hautes technologies","Bac+5","Bac+6","1.0","75.0","http://dms.mat.mines-paristech.fr/","Non  ","Non  ","","","","","","","","1.0","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","ENR","Sciences, Technologie, Santé","ENR","Spécialisation technique de haut niveau sur les énergies renouvelables solaires, éoliennes, marines et leur hybridation, ainsi que leur intégration sur les réseaux électriques","Bac+5","Bac+6","1.0","75.0","http://www.mines-paristech.fr/Formation/Masteres-Specialises/Masteres-Specialises-temps-plein/ENR/","Non  ","Non  ","","","","","","","","1.0","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","ENR","Sciences, Technologie, Santé","ENR ","Spécialisation technique de haut niveau sur les énergies renouvelables solaires, éoliennes, marines et leur hybridation, ainsi que leur intégration sur les réseaux électriques","Bac+5","Bac+6","1.0","75.0","http://www.mines-paristech.fr/Formation/Masteres-Specialises/Masteres-Specialises-temps-plein/ENR/","Oui","Oui","Introduction to socio economics issues","Politique et economie de l'énergie (en particulier renouvelables)","Obligatoire","Non indiqué","Non indiqué","Non indiqué","Unique cours s'attardant sur le problème énergétique global, à travers un questionnement sur les politiques publiques","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","Waste water & Drink water treatment","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","Sustainable management of water resources","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","Solid Waste Treatment and site remediation","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","Environment management and policies,","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","Air Pollution Control","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","Ecological quality assessment","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","Industrial ecology and circular economy","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non","An initiation to Environmental Economics","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","The planet earth: limits, natural resources, biodiversity,","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Climate Change, Adaptation and resilience to Climate Change.","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Energy Transition: Renewable Energy and Environment","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non indiqué","Environmental Project Management, Financial Tools for projects","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Project Renewable Energy Project Management.","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non indiqué","ESIA Environmental and Social Impact Assessment of a large international project, Project DAM, example of Ilisu Large Dam Project","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non indiqué","Agro Ecology Project, The challenge of feeding 9 billion people by 2050","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Non indiqué","Companies’ Environmental Strategies and Management, Sustainable Development tools, Environment innovations and business, Corporate Social Responsibility","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Tools and Environmental System Analysis: Life Cycle Analysis, Eco-Design, Carbon footprint, Water footprint","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Urban development and resilience to climate change, project.","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Solid Waste management","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Recycling of wastes and circular economy issues","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","EnvIM Post-Master: ""Innovation and Environmental Project Management for a better future""","Droit, Economie, Gestion","Management de projet environnementaux","Master en partenariat avec l'université de Tsinghua en Chine et l'INSA Lyon. Cursus donnant les compétences en management de projet dans les secteurs environnementaux.  ","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-international-environmental-management","Oui","Oui","Visits and project on management of recycling and their challenges and opportunities","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Ingénierie et gestion du gaz","Sciences, Technologie, Santé","Ingénierie / économie ","Master permettant d'acquérir des compétences dans le secteur du Gaz aussi bien d'un point de vu technique qu'économique","Bac+5","Bac+6","1.0","75.0","http://migaz.mines-paristech.fr/presentation.html","Oui","Oui","CO2 emissions treatment : capture, recovery and storage","","Obligatoire","3.0","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Ingénierie et gestion du gaz","Sciences, Technologie, Santé","Ingénierie / économie ","Master permettant d'acquérir des compétences dans le secteur du Gaz aussi bien d'un point de vu technique qu'économique","Bac+5","Bac+6","1.0","75.0","http://migaz.mines-paristech.fr/presentation.html","Oui","Oui","MOOC Problèmes énergétiques globaux","C'est un MOOC grand public disponible sur internet. Il aborde les problématiques du secteur énergétiques sans s'attarder sur les problème environnementaux","Obligatoire","2.0","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Ingénierie et gestion du gaz","Sciences, Technologie, Santé","Ingénierie / économie ","Master permettant d'acquérir des compétences dans le secteur du Gaz aussi bien d'un point de vu technique qu'économique","Bac+5","Bac+6","1.0","75.0","http://migaz.mines-paristech.fr/presentation.html","Oui","Oui","MOOC Transition Énergétique","Enjeux géopolitique de la transition énergétique","Obligatoire","2.0","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Les enjeux environnementaux et les autres enjeux (technologiques, économiques et sociétaux)","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Stratégies DD, RSE, reporting
","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Comment réagir face au changement climatique ? (Atténuation ou adaptation)","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Quelle place accorder au vivant ? (biodiversité, bio-mimétisme, biomatériaux)","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Oui","Quelle énergie pour une société post-carbone? (efficacité, énergie renouvelable, sobriété)","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Oui","Quelles réponses à la raréfaction des ressources? (métabolisme industriel, économie de la fonctionnalité, dématérialisation)","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Mise en œuvre d'un projet d'énergie renouvelable ou d'efficacité énergétique","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Mise en œuvre d'une démarche d'éco-conception dans une logique d'économie circulaire","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Nouvelles approches autour de la gestion de l'eau","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Oui","Analyse géopolitique des enjeux et prise en compte des effets sur le long terme","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Ingénierie et Gestion de l'environnement","Droit, Economie, Gestion","Gestion","Compétence technique sur les systèmes environnementaux pour le pilotage de projet et la stratégie dans le secteur industriel","Bac+5","Bac+6","1.0","75.0","http://www.isige.mines-paristech.fr/formations/mastere-specialise-ingenierie-et-gestion-de-lenvironnement","Oui","Non","Analyse des parties prenantes et controverses environnementales","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Manager de projets en infrastructures de recharges et véhicules électriques et autonomes","Sciences, Technologie, Santé","Ingénierie / Management","Master permettant d'approfondir les connaissances techniques et managériales autour du secteur des véhicules électriques","Bac+5","Bac+6","1.0","75.0","https://artsetmetiers.fr/fr/ms-irve","Non indiqué","Non indiqué","Enjeux des mobilités électriques","","Obligatoire","Non indiqué","Non indiqué","Non indiqué","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Digital Materials and Advanced Processes Modelling","Sciences, Technologie, Santé","Ingénierie ","Cours très techniques sur la modélisation mathématiques des phénomènes mécaniques","Bac+5","Bac+6","1.0","75.0","https://mapmod.cemef.mines-paristech.fr/courses/","Non","Non","","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Mines de Paris","Mastère Spécialisé Management industriel et excellence opérationnelle","Sciences, Technologie, Santé","Ingénierie ","Master en partenariat  avec l'EMINES - School of Industrial Management de l'Université Mohammed VI Polytechnique. Ce master est centré sur la gestion des systèmes industrielles pas de cours se passant principalement au Maroc","Bac+5","Bac+6","1.0","75.0","http://www.mines-paristech.fr/Formation/Masteres-Specialises/Masteres-Specialises-temps-plein/MILEO/","Non","Non","","","","","","","","","1.0"
