"ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Nom","Nom","Domaine","Spécialité","Descriptif","Niveau de diplôme à l'entrée","Niveau de diplôme en sortie","Durée (en années)","Total ECTS","Url de la formation","Questions ENV. au sens large évoquées(oui/non)","Enjeux transition énergétique-climat abordés(oui/non)","Nom du cours","Notions abordées","Cours optionnel ou obligatoire","Nombre de crédits ECTS accordés par ce cours","Durée du cours (en nombre d'heures)","Mode d'évaluation ","Avis critique sur le cours et/ou la formation","Comptabilité"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Oui","Sustainable Procurement - A Practioner Approach","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Managing Energy in The Company","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","LCA, Sustainable Design and Marketing","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Improbable","Climate Change Economics","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Sustainable Development and Systemic Shocks","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Oui","Non","Critics of CSR Strategies.","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","M2 : Sustainability and Social Innovation - Norwegian School of Economics (NHH): MSc in Economics & Business Administration","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","M2 : Sustainability and Social Innovation - Fundação Getulio Vargas, São Paulo: Specialized Graduate Program in Sustainability","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","M2 : Sustainability and Social Innovation - Indian Institute of Management, Ahmedabad.","Sciences Humaines et sociales","Gestion","This specialization is aimed at those who have a passion for creating more environmentally friendly and sustainable business models. By the end of the program, students will be equipped with the knowledge and skills to succeed as responsible business leaders in all sectors (consulting, marketing, finance, etc.)","Bac+4","Bac+5","1.0","60.0","http://www.hec.edu/Masters-programs/Master-s-Programs/Grande-Ecole/Master-in-Management/Program-Details/M2-Specialization-Phase/Sustainability-and-Social-Innovation/Specialization-in-Sustainability-and-Social-Innovation","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","M2 : Majeure Médias, Art et Création","Sciences Humaines et sociales","Gestion","La Majeure Médias, Art et Création forme les étudiants d’HEC à devenir des managers dans les domaines de la création, de la culture et dans les industries de l’entertainment.","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus/M2-la-formation-specialisee-fin-du-cycle-Master/Medias-Art-et-Creation/Majeure-Medias-Art-et-Creation","Non","Non","","","","","","","","1.0"
"HEC","Master Recherche en Sciences Cognitives","Sciences Humaines et sociales","sciences sociales","Le Master Recherche en Sciences Cognitives, ou Cogmaster (enseigné en français), co-habilité par l’Ecole Normale Supérieure-Ulm (organisme porteur), Paris 5, et EHESS est le principal diplôme français, et l'un des plus connus sur le plan européen, qui existe aujourd'hui dans ces disciplines. Celles-ci portent sur la cognition individuelle et sociale entendue au sens large, qui inclut, outre la mémoire et le raisonnement, la perception, les émotions, l'emploi du langage et la décision. Elles abordent ces différents objets à des points de vue multiples et complémentaires: neurologie, psychologie, linguistique, philosophie, théorie de la décision.","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus/M2-la-formation-specialisee-fin-du-cycle-Master/Sciences-cognitives/Master-Recherche-en-Sciences-Cognitives","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Double Diplôme avec le Centre Français du Journalisme","Sciences Humaines et sociales","journalisme","Le diplôme délivré aux étudiants ayant suivi cette spécialisation est le diplôme Grande Ecole / Master in Management & Journalism.","Bac+4","Bac+5","1.0","60.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Grande-Ecole/Master-in-Management/Details-du-cursus/M2-la-formation-specialisee-fin-du-cycle-Master/Sciences-cognitives/Master-Recherche-en-Sciences-Cognitives","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Certificat: Digital Entrepreneurship ","","","As e-business plays an increasing role in the economy, both within traditional sectors as well as in the ""new economy"", HEC Paris has resolutely taken the digital turn. The Digital Entrepreneurship certificate is one of the various opportunities offered to HEC students to sharpen their knowledge and know-how in the field.","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Digital-Entrepreneurship/Why-this-certificate","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Certificat: Digital Entrepreneurship ","","","Training the consultants and managers of the digital economy.","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Digital-Transformation/Why-this-certificate","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Certificat: Energy and Finance","","","The Energy and Finance Certificate is designed for students who have a strong interest in the economics of energy, energy-related financial issues, and climate change or who are willing to move to these sectors for a career.","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Energy-Finance/Why-this-certificate","Improbable","Improbable","","","","","","","","1.0"
"HEC","Certificat: Excellence in Client Experience avec LVMH","","","LVMH, the world leader in luxury, and HEC Paris are committed to the development of a comprehensive training program aimed at shaping the talented minds of tomorrow who will go on to be experts in the luxury industry.","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Excellence-in-Client-Experience/Why-this-certificate/(from)/fre-FR","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Certificat: Leadership avec Pernod Ricard","","","The objectives of this certificate is to help students find their leadership identity and test their leadership skills across cultures under the 'savoir-relier' protocol. Students will challenge and experience strategic leadership from a Personal, Interpersonal, Organizational and Social perspective.","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Leadership/Why-this-certificate","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Certificat: Luxury avec Kering (Gucci, Saint Laurent, Alexander McQueen, Balenciaga, Stella McCartney, Sergio Rossi, Boucheron...)","","","The aim is to bring you a multidisciplinary understanding of M&A (finance, strategy, legal, tax, HR, …)","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Luxury/Key-Features","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Certificat: Mergers & Acquisitions ","","","Provide quality education for future professionals of the sector and more generally familiarize students with M&A as they will undoubtedly be faced with such a  situation in their career","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Mergers-Acquisitions/Why-this-certificate","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","Certificat: Social Business / Enterprise and Poverty avec Danone, Schneider Electric et Renault.","","","“There are business solutions to solve social problems. New models exist and are successful.” Professor Mohammed Yunus, Nobel Peace Prize, Honorary President of the Movement for Social*Business Impact led by the Society & Organizations (S&O) Center of HEC Paris","","","","","http://www.hec.edu/Masters-programs/Non-degree-programs/Certificates-available-to-current-HEC-students-only/Social-Business-Enterprise-and-Poverty/Why-this-certificate","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","MSc International Finance","Droit, Economie, Gestion","Gestion","The HEC Paris MSc in International Finance (MIF) program caters for highly-motivated top achieving graduates looking to succeed in a career in finance and consulting. The program has a strong analytical focus yet is accessible from either business and finance (business track) or economics, math, physics, engineering (accelerated track) backgrounds.","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-International-Finance/Program-Details#block-62274","Oui","Improbable","Sustainable & responsible investment","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","Capital Markets specialization","1.0"
"HEC","MSc International Finance","Droit, Economie, Gestion","Gestion","The HEC Paris MSc in International Finance (MIF) program caters for highly-motivated top achieving graduates looking to succeed in a career in finance and consulting. The program has a strong analytical focus yet is accessible from either business and finance (business track) or economics, math, physics, engineering (accelerated track) backgrounds.","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-International-Finance/Program-Details#block-62275","Improbable","Improbable","Energy and finance","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","MSc International Finance","Droit, Economie, Gestion","Gestion","The HEC Paris MSc in International Finance (MIF) program caters for highly-motivated top achieving graduates looking to succeed in a career in finance and consulting. The program has a strong analytical focus yet is accessible from either business and finance (business track) or economics, math, physics, engineering (accelerated track) backgrounds.","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-International-Finance/Program-Details#block-62276","Improbable","Improbable","Energy markets","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","MSc Managerial and Financial Economics","Droit, Economie, Gestion","Gestion","Le MSc Managerial and Financial Economics combine au plus haut niveau une formation quantitative et analytique avec des enseignements approfondis en économie et finance. Les étudiants sont ainsi parfaitement préparés pour mener des carrières dans les secteurs de la banque, de la finance, du conseil, ou encore au sein des départements Stratégie ou Finance de grandes entreprises internationales.","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Programmes-MSc-MS-en-un-an/MSc-Managerial-and-Financial-Economics/Key-features","Improbable","Improbable","Limits to Market Efficiency: Origins and Consequences","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","MSc Marketing","Droit, Economie, Gestion","Marketing","Le MSc Marketing - Integrated Marketing for the Digital World - propose une approche intégrée du marketing. Il apporte non seulement des connaissances pointues en marketing traditionnel et digital mais une vision stratégique approfondie. C’est le programme idéal pour les étudiants désireux de renforcer leurs compétences analytiques et stratégiques afin de poursuivre une carrière dans l’environnement complexe et évolutif du marketing.","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-Marketing/Program-Details","Non","Non","","","","","","","","1.0"
"HEC","MSc Strategic Management","Droit, Economie, Gestion","Gestion","Ce programme intensif s’adresse aux étudiants dont l’aspiration est d’avoir un impact stratégique sur leur organisation. Discipline complexe et passionnante, la stratégie nécessite de grandes capacités de réflexion et une forte détermination, c’est pourquoi le MSc Strategic Management sélectionne au sein de disciplines variées les plus brillants étudiants des meilleures institutions du monde. Ce programme constitue un formidable pont vers des carrières dans les plus prestigieuses entreprises du monde.","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-Strategic-Management/Key-Features","Non indiqué","Non indiqué","","","","","","","","1.0"
"HEC","MSc Accounting & Financial Management","Droit, Economie, Gestion","Comptabilité","The MSc in Accounting & Financial Management is a rigorous program linking Accounting, Corporate Finance and Strategy. The course is professionally oriented, with teaching by distinguished HEC faculty complemented by extensive courses led by high-level industry leader from consulting firms, financial advisory firms, and the ‘Big 4’ (PWC, EY, KPMG and Deloitte). Graduates enter the professional sphere with technical skills, global experiences, and the contacts needed to truly excel and become prime actors in the business world of tomorrow. ","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-Strategic-Management/Program-Details","Improbable","Improbable","Energy Strategies","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","MSc Accounting & Financial Management","Droit, Economie, Gestion","Comptabilité","The MSc in Accounting & Financial Management is a rigorous program linking Accounting, Corporate Finance and Strategy. The course is professionally oriented, with teaching by distinguished HEC faculty complemented by extensive courses led by high-level industry leader from consulting firms, financial advisory firms, and the ‘Big 4’ (PWC, EY, KPMG and Deloitte). Graduates enter the professional sphere with technical skills, global experiences, and the contacts needed to truly excel and become prime actors in the business world of tomorrow. ","Bac+6","","0,83 (10 mois)","91.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-Strategic-Management/Program-Details","Improbable","Improbable","Managing Global Complexity","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","",""
"HEC","MSc Sustainability and Social Innovation","Droit, Economie, Gestion","Gestion","Le MSc Sustainability & Social Innovation s’adresse aux étudiants à haut potentiel désireux de devenir de véritables acteurs du changement. Quel que soit leur choix d’entreprise, fonction ou secteur, les diplômés seront équipés des outils et de la vision stratégique nécessaires à la mise en œuvre des changements dans le management des affaires, de l’innovation et des ressources humaines. ","Bac+5","","0,83 (10 mois)","90.0","http://www.hec.edu/Masters-programs/Master-s-Programs/One-Year-MSc-MS-Programs/MSc-Sustainability-and-Social-Innovation/Program-Details#block-35386","Oui","Improbable","Critics of CSR Strategies.","non indiqué","Optionnel","non indiqué","non indiqué","non indiqué","Intrapreneurship Track","1.0"
"HEC","MS/LLM Droit et Management International","Droit, Economie, Gestion","Gestion","Formation intense reconnue à l’international, le MS/LLM Droit et Management International apporte à des juristes de haut niveau une maîtrise parfaite des enjeux de l’entreprise : un atout clé sur un marché de plus en plus compétitif. Depuis plus de 15 ans, les diplômés du MS/LLM DMI rejoignent des postes d’avocats, juristes d’entreprises et notaires dans les plus beaux cabinets, directions juridiques et études du monde.","Bac+5","","0,83 (10 mois)","75.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Programmes-MSc-MS-en-un-an/MS-LLM-Droit-et-Management-International/Le-programme","Non","Non","","","","","","","","1.0"
"HEC","MS Entrepreneurs","Droit, Economie, Gestion","Gestion","Le programme Entrepreneurs offre une immersion totale dans la réalité de l’entrepreneuriat. Les étudiants apprennent savoir-être et savoir-faire au sein d’un écosystème riche et dynamique et acquièrent les clés pour se lancer avec succès dans un projet entrepreneurial. ","Bac+5","","0,83 (10 mois)","75.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Programmes-MSc-MS-en-un-an/MS-Entrepreneurs/Le-programme","Oui","Non","SEMINAIRE Impact entrepreneurship : pour démarrer un projet de création dans le domaine social, sociétal ou environnemental","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","MS Management de Grands Projets","Droit, Economie, Gestion","Gestion","Organisé en partenariat avec l’ISAE, leader européen de l’enseignement européen et de la recherche dans les secteurs de l’aéronautique et de l’espace, ce programme délivre toutes les compétences clés pour gérer les projets en environnements complexes.","Bac+5","","0,83 (10 mois)","75.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Programmes-MSc-MS-en-un-an/MS-Management-de-Grands-Projets/Le-programme","Improbable","Improbable","Energy Project Development","non indiqué","Obligatoire","non indiqué","non indiqué","non indiqué","","1.0"
"HEC","MS/MSc Médias, Art et Création","Droit, Economie, Gestion","Gestion","Gérer un festival musical, la programmation d’un musée national, ou produire une émission de télévision… le MS/MSc Médias, Art & Création ouvre toutes les portes du management culturel. Par une approche transversale et une grande proximité avec les secteurs de la culture et de la création, le MS/MSc MAC fournit aux étudiants des armes efficaces pour faire rimer création et réussite.","Bac+6","","0,83 (10 mois)","76.0","http://www.hec.fr/Grande-Ecole-MS-MSc/Programmes-diplomants/Programmes-MSc-MS-en-un-an/MS-MSc-Medias-Art-et-Creation/Le-programme","Non","Non","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","1.0"
